city,cell_id,metric,benchmark_count,human_miles,waymo_miles
LOS_ANGELES,9278180715814453248,airbag,16.771001459854016,20800519.05931362,1461.7194401637196
LOS_ANGELES,9278180750174191616,airbag,12.0,12989969.20719385,7691.445778575404
LOS_ANGELES,9278180784533929984,airbag,3.0,13002569.564111514,20865.60830892231
LOS_ANGELES,9278180818893668352,airbag,20.923667153284672,24372905.6973422,22850.999082887443
LOS_ANGELES,9278180853253406720,airbag,7.0,18673824.34801599,13800.966526429564
LOS_ANGELES,9278180887613145088,airbag,21.847334306569344,24030140.247369092,38828.386124081524
LOS_ANGELES,9278180921972883456,airbag,21.847334306569344,24516582.883305177,32386.745484818784
LOS_ANGELES,9278180956332621824,airbag,12.847334306569344,11043222.178343622,17125.151132606472
LOS_ANGELES,9278180990692360192,airbag,10.923667153284672,35536697.46047453,24139.22814344566
LOS_ANGELES,9278181025052098560,airbag,21.542002919708032,45426034.91511943,46619.68345514378
LOS_ANGELES,9278181059411836928,airbag,31.923667153284672,40625169.05404779,43442.250989834516
LOS_ANGELES,9278181093771575296,airbag,16.0,36740177.90652192,32629.411851793564
LOS_ANGELES,9278181128131313664,airbag,16.0,45287631.708495826,33195.92673971727
LOS_ANGELES,9278181162491052032,airbag,14.923667153284672,44322762.1595861,33555.4411000382
LOS_ANGELES,9278181196850790400,airbag,19.0,32110043.400984365,17864.092688115856
LOS_ANGELES,9278181231210528768,airbag,8.0,35070743.98912507,5447.439404377141
LOS_ANGELES,9278181265570267136,airbag,19.847334306569344,19003155.726699848,13514.938721342858
LOS_ANGELES,9278181299930005504,airbag,7.847334306569344,25437740.87480644,18882.196535344126
LOS_ANGELES,9278181334289743872,airbag,5.0,30075824.772803247,38640.70690831914
LOS_ANGELES,9278181368649482240,airbag,9.923667153284672,22804536.688278757,20312.982150675954
LOS_ANGELES,9278181403009220608,airbag,13.771001459854016,30966697.050112627,43288.02203551828
LOS_ANGELES,9278181437368958976,airbag,14.0,27499488.739143305,38968.55101735121
LOS_ANGELES,9278181471728697344,airbag,14.0,39797037.69965273,31494.215445693288
LOS_ANGELES,9278181506088435712,airbag,5.0,37703631.971214265,31300.106645981483
LOS_ANGELES,9278181540448174080,airbag,12.0,30524307.097140048,39949.06291101819
LOS_ANGELES,9278181574807912448,airbag,14.0,27549519.792798072,53480.55035918627
LOS_ANGELES,9278181609167650816,airbag,13.0,18215425.35038997,51116.547237869636
LOS_ANGELES,9278181643527389184,airbag,10.0,19739692.45566708,47471.18741790872
LOS_ANGELES,9278181677887127552,airbag,16.923667153284672,18402881.66277809,49770.0852540799
LOS_ANGELES,9278181712246865920,airbag,7.0,25741067.568368778,42486.46771379034
LOS_ANGELES,9278181746606604288,airbag,6.0,27995277.078053568,35228.36628870185
LOS_ANGELES,9278181780966342656,airbag,0.0,21723746.224014696,32635.15901814941
LOS_ANGELES,9278181815326081024,airbag,9.0,26785404.22997757,57563.02746377008
LOS_ANGELES,9278181849685819392,airbag,11.0,36889579.25983392,62881.866339090346
LOS_ANGELES,9278181884045557760,airbag,17.0,41249174.1947163,60377.239792880515
LOS_ANGELES,9278181918405296128,airbag,21.0,43314970.6528466,57093.1090561825
LOS_ANGELES,9278181952765034496,airbag,25.0,26967639.41914767,27889.034063408744
LOS_ANGELES,9278181987124772864,airbag,26.0,22221569.3700267,66597.13214539117
LOS_ANGELES,9278182021484511232,airbag,1.0,14806731.622311393,18731.564925706174
LOS_ANGELES,9278182055844249600,airbag,10.0,24353007.451382812,35420.22901388157
LOS_ANGELES,9278182090203987968,airbag,15.923667153284672,27594935.829689343,52206.99954301986
LOS_ANGELES,9278182124563726336,airbag,5.0,17470870.734192826,17861.426992917368
LOS_ANGELES,9278182158923464704,airbag,2.0,25673968.519000545,77510.43080841066
LOS_ANGELES,9278182193283203072,airbag,4.0,13362957.565419475,23770.912801743627
LOS_ANGELES,9278182227642941440,airbag,4.923667153284672,18192490.85133222,10955.902726427283
LOS_ANGELES,9278182262002679808,airbag,8.0,27928333.478772238,42943.9149617274
LOS_ANGELES,9278182296362418176,airbag,11.0,15986915.191752004,21478.74623024347
LOS_ANGELES,9278182330722156544,airbag,20.923667153284672,17805707.59534013,22197.886333164548
LOS_ANGELES,9278182365081894912,airbag,21.771001459854016,22251421.910102587,14440.11479328565
LOS_ANGELES,9278182399441633280,airbag,5.0,14517683.978473404,17746.415263257557
LOS_ANGELES,9278182468161110016,airbag,4.0,14087025.661685096,222.05054027793042
LOS_ANGELES,9278182639959801856,airbag,0.0,9753101.216426672,9211.357668848195
LOS_ANGELES,9278182708679278592,airbag,4.0,17807101.984329518,23354.91053210552
LOS_ANGELES,9278182743039016960,airbag,0.0,11238401.56208585,7959.986673879355
LOS_ANGELES,9278182777398755328,airbag,7.0,20625389.062846534,19467.853208363093
