city,metric,events,waymo_miles,baseline_ipmm,factor,matched_ipmm,published_matched_ipmm,benchmark_delta,benchmark_matches,count_matches,cell_miles,coverage,unallocated_miles
SAN_FRANCISCO,airbag,5,16032000.0,1.78650129745,1.29479476111,2.31315252065,2.31315252065,-1.33226762955e-15,True,True,16001593.291,0.998103373938,30406.7090197
SAN_FRANCISCO,blincoe_any_injury,14,16032000.0,5.82379442807,1.3797841255,8.035579102,8.035579102,-3.5527136788e-15,True,True,16001593.291,0.998103373938,30406.7090197
SAN_FRANCISCO,observed_any_injury,14,16032000.0,3.97859231074,1.37896185906,5.48632704926,5.48632704926,-2.6645352591e-15,True,True,16001593.291,0.998103373938,30406.7090197
PHOENIX,airbag,8,28331000.0,1.32028633127,1.090833403,1.44021243167,1.44021243167,0.0,True,True,28299248.6823,0.998879272963,31751.3176751
PHOENIX,blincoe_any_injury,21,28331000.0,1.81154629716,1.17001703409,2.11954002572,2.11954002572,-1.33226762955e-15,True,True,28299248.6823,0.998879272963,31751.3176751
PHOENIX,observed_any_injury,21,28331000.0,1.24140093263,1.17005966917,1.45251316455,1.45251316455,6.66133814775e-16,True,True,28299248.6823,0.998879272963,31751.3176751
LOS_ANGELES,airbag,1,5165000.0,1.16537098065,1.00911798494,1.1759968157,1.1759968157,2.22044604925e-16,True,True,5147768.0182,0.996663701491,17231.9817979
LOS_ANGELES,blincoe_any_injury,6,5165000.0,2.25718212033,1.06719556584,2.40885475012,2.40885475012,1.7763568394e-15,True,True,5147768.0182,0.996663701491,17231.9817979
LOS_ANGELES,observed_any_injury,6,5165000.0,1.54461976412,1.06628769616,1.64700904972,1.64700904972,-6.66133814775e-16,True,True,5147768.0182,0.996663701491,17231.9817979
