year,mode,manufacturer,vin,miles,reported_events
2022,safety-driver,Cruise,5G21A6P06P4100095,787.74,0
2022,safety-driver,Cruise,5G21A6P06P4100100,286.49,0
2022,safety-driver,Cruise,5G21A6P06P4100114,1788.13,0
2022,safety-driver,Cruise,5G21A6P06P4100128,213.51,0
2022,safety-driver,Cruise,5G21A6P06P4100131,313.41,0
2022,safety-driver,Cruise,5G21A6P06P4101683,201.12,0
2022,safety-driver,Cruise,5G21A6P06P4103059,202.67,0
2022,safety-driver,Cruise,5G21A6P06P4103062,248.96,0
2022,safety-driver,Cruise,5G21A6P06P4103501,595.13,0
2022,safety-driver,Cruise,5G21A6P06P4104678,376.04,0
2022,safety-driver,Cruise,5G21A6P06P4104681,205.13,0
2022,safety-driver,Cruise,5G21A6P06P4105359,210.99,0
2022,safety-driver,Cruise,5G21A6P06P4105362,309.46,0
2022,safety-driver,Cruise,5G21A6P06P4106107,1508.26,0
2022,safety-driver,Cruise,5G21A6P06P4106110,346.8,0
2022,safety-driver,Cruise,5G21A6P06P4106897,0.0,0
2022,safety-driver,Cruise,5G21A6P06P4107936,222.13,0
2022,safety-driver,Cruise,5G21A6P06P4112487,0.0,0
2022,safety-driver,Cruise,5G21A6P06P4112490,379.8,0
2022,safety-driver,Cruise,5G21A6P07L4100004,15522.15,0
2022,safety-driver,Cruise,5G21A6P07L4100049,13692.23,0
2022,safety-driver,Cruise,5G21A6P07L4100066,4238.83,1
2022,safety-driver,Cruise,5G21A6P07L4100083,17737.42,0
2022,safety-driver,Cruise,5G21A6P07L4100102,7040.23,0
2022,safety-driver,Cruise,5G21A6P07L4100116,14.48,0
2022,safety-driver,Cruise,5G21A6P07L4100164,70.81,0
2022,safety-driver,Cruise,5G21A6P07L4100178,5920.89,0
2022,safety-driver,Cruise,5G21A6P07N4118876,5765.31,0
2022,safety-driver,Cruise,5G21A6P07N4121597,13849.64,0
2022,safety-driver,Cruise,5G21A6P07N4121602,12975.67,0
2022,safety-driver,Cruise,5G21A6P07N4121616,12075.07,0
2022,safety-driver,Cruise,5G21A6P07N4121633,331.62,0
2022,safety-driver,Cruise,5G21A6P07N4121647,476.18,0
2022,safety-driver,Cruise,5G21A6P07N4121650,261.09,0
2022,safety-driver,Cruise,5G21A6P07N4121664,609.68,0
2022,safety-driver,Cruise,5G21A6P07N4121678,325.42,0
2022,safety-driver,Cruise,5G21A6P07N4121681,460.07,0
2022,safety-driver,Cruise,5G21A6P07N4121695,582.62,0
2022,safety-driver,Cruise,5G21A6P07N4122099,249.82,0
2022,safety-driver,Cruise,5G21A6P07N4122104,269.82,0
2022,safety-driver,Cruise,5G21A6P07P4100056,243.96,0
2022,safety-driver,Cruise,5G21A6P07P4100073,291.97,0
2022,safety-driver,Cruise,5G21A6P07P4100087,258.01,0
2022,safety-driver,Cruise,5G21A6P07P4100090,394.59,0
2022,safety-driver,Cruise,5G21A6P07P4100106,715.5,0
2022,safety-driver,Cruise,5G21A6P07P4100123,230.61,0
2022,safety-driver,Cruise,5G21A6P07P4100591,519.95,0
2022,safety-driver,Cruise,5G21A6P07P4102129,209.49,0
2022,safety-driver,Cruise,5G21A6P07P4102132,296.06,0
2022,safety-driver,Cruise,5G21A6P07P4103054,341.65,0
2022,safety-driver,Cruise,5G21A6P07P4103507,0.0,0
2022,safety-driver,Cruise,5G21A6P07P4103510,272.84,0
2022,safety-driver,Cruise,5G21A6P07P4104673,202.91,0
2022,safety-driver,Cruise,5G21A6P07P4106892,0.0,0
2022,safety-driver,Cruise,5G21A6P07P4107945,0.0,0
2022,safety-driver,Cruise,5G21A6P07P4108447,337.94,0
2022,safety-driver,Cruise,5G21A6P08L4100013,0.0,0
2022,safety-driver,Cruise,5G21A6P08L4100044,1558.38,0
2022,safety-driver,Cruise,5G21A6P08L4100058,907.97,0
2022,safety-driver,Cruise,5G21A6P08L4100061,4212.13,0
2022,safety-driver,Cruise,5G21A6P08L4100075,10171.98,0
2022,safety-driver,Cruise,5G21A6P08L4100125,13416.81,0
2022,safety-driver,Cruise,5G21A6P08L4100142,16105.88,0
2022,safety-driver,Cruise,5G21A6P08L4100173,5330.42,0
2022,safety-driver,Cruise,5G21A6P08L4100187,13540.77,1
2022,safety-driver,Cruise,5G21A6P08N4121608,2665.65,0
2022,safety-driver,Cruise,5G21A6P08N4121611,908.53,0
2022,safety-driver,Cruise,5G21A6P08N4121625,850.58,0
2022,safety-driver,Cruise,5G21A6P08N4121639,1289.77,0
2022,safety-driver,Cruise,5G21A6P08N4121642,312.88,0
2022,safety-driver,Cruise,5G21A6P08N4121656,1531.75,0
2022,safety-driver,Cruise,5G21A6P08N4121673,561.85,0
2022,safety-driver,Cruise,5G21A6P08N4121687,544.36,0
2022,safety-driver,Cruise,5G21A6P08N4121690,288.97,0
2022,safety-driver,Cruise,5G21A6P08N4123715,418.45,0
2022,safety-driver,Cruise,5G21A6P08P4100051,948.5,0
2022,safety-driver,Cruise,5G21A6P08P4100065,2442.39,0
2022,safety-driver,Cruise,5G21A6P08P4100079,577.5,0
2022,safety-driver,Cruise,5G21A6P08P4100082,595.94,0
2022,safety-driver,Cruise,5G21A6P08P4100096,282.29,0
2022,safety-driver,Cruise,5G21A6P08P4100101,390.26,0
2022,safety-driver,Cruise,5G21A6P08P4100115,502.55,0
2022,safety-driver,Cruise,5G21A6P08P4100129,215.24,0
2022,safety-driver,Cruise,5G21A6P08P4100132,269.21,0
2022,safety-driver,Cruise,5G21A6P08P4102124,240.61,0
2022,safety-driver,Cruise,5G21A6P08P4103063,271.79,0
2022,safety-driver,Cruise,5G21A6P08P4103502,263.43,0
2022,safety-driver,Cruise,5G21A6P08P4104679,290.78,0
2022,safety-driver,Cruise,5G21A6P08P4104682,242.42,0
2022,safety-driver,Cruise,5G21A6P08P4105363,0.0,0
2022,safety-driver,Cruise,5G21A6P08P4106108,252.01,0
2022,safety-driver,Cruise,5G21A6P08P4106111,268.67,0
2022,safety-driver,Cruise,5G21A6P08P4106898,2.73,0
2022,safety-driver,Cruise,5G21A6P08P4107937,0.0,0
2022,safety-driver,Cruise,5G21A6P09L4100036,0.0,0
2022,safety-driver,Cruise,5G21A6P09L4100070,15959.96,0
2022,safety-driver,Cruise,5G21A6P09L4100117,15024.15,0
2022,safety-driver,Cruise,5G21A6P09L4100120,23.02,0
2022,safety-driver,Cruise,5G21A6P09L4100165,6479.02,0
2022,safety-driver,Cruise,5G21A6P09L4100179,679.45,0
2022,safety-driver,Cruise,5G21A6P09L4100182,12701.33,1
2022,safety-driver,Cruise,5G21A6P09N4121598,718.15,0
2022,safety-driver,Cruise,5G21A6P09N4121603,9629.61,0
2022,safety-driver,Cruise,5G21A6P09N4121617,1113.99,0
2022,safety-driver,Cruise,5G21A6P09N4121620,9053.61,0
2022,safety-driver,Cruise,5G21A6P09N4121634,861.09,0
2022,safety-driver,Cruise,5G21A6P09N4121648,849.13,0
2022,safety-driver,Cruise,5G21A6P09N4121651,785.35,0
2022,safety-driver,Cruise,5G21A6P09N4121665,741.16,0
2022,safety-driver,Cruise,5G21A6P09N4121679,306.55,0
2022,safety-driver,Cruise,5G21A6P09N4121682,2710.63,0
2022,safety-driver,Cruise,5G21A6P09N4121696,333.24,0
2022,safety-driver,Cruise,5G21A6P09N4122105,319.28,0
2022,safety-driver,Cruise,5G21A6P09P4100057,214.21,1
2022,safety-driver,Cruise,5G21A6P09P4100060,380.07,0
2022,safety-driver,Cruise,5G21A6P09P4100074,4193.41,0
2022,safety-driver,Cruise,5G21A6P09P4100088,479.83,0
2022,safety-driver,Cruise,5G21A6P09P4100091,695.33,0
2022,safety-driver,Cruise,5G21A6P09P4100107,638.93,0
2022,safety-driver,Cruise,5G21A6P09P4100110,219.13,0
2022,safety-driver,Cruise,5G21A6P09P4100124,280.9,0
2022,safety-driver,Cruise,5G21A6P09P4100589,226.77,0
2022,safety-driver,Cruise,5G21A6P09P4102133,219.87,0
2022,safety-driver,Cruise,5G21A6P09P4103055,250.6,0
2022,safety-driver,Cruise,5G21A6P09P4103508,235.94,0
2022,safety-driver,Cruise,5G21A6P09P4104674,1503.13,0
2022,safety-driver,Cruise,5G21A6P09P4105355,610.9,0
2022,safety-driver,Cruise,5G21A6P09P4106893,196.42,0
2022,safety-driver,Cruise,5G21A6P09P4108448,0.0,0
2022,safety-driver,Cruise,5G21A6P09P4108451,0.0,0
2022,safety-driver,Cruise,5G21A6P09P4110944,0.0,0
2022,safety-driver,Cruise,5G21A6P09P4112810,0.0,0
2022,safety-driver,Cruise,5G21A6P0XL4100014,4638.81,0
2022,safety-driver,Cruise,5G21A6P0XL4100045,19050.46,0
2022,safety-driver,Cruise,5G21A6P0XL4100062,0.0,0
2022,safety-driver,Cruise,5G21A6P0XL4100076,7937.39,0
2022,safety-driver,Cruise,5G21A6P0XL4100143,5372.55,0
2022,safety-driver,Cruise,5G21A6P0XL4100160,5.28,0
2022,safety-driver,Cruise,5G21A6P0XL4100188,12809.73,1
2022,safety-driver,Cruise,5G21A6P0XL4100191,37.14,0
2022,safety-driver,Cruise,5G21A6P0XN4121609,10236.49,0
2022,safety-driver,Cruise,5G21A6P0XN4121612,1299.29,0
2022,safety-driver,Cruise,5G21A6P0XN4121626,1567.44,0
2022,safety-driver,Cruise,5G21A6P0XN4121643,840.16,0
2022,safety-driver,Cruise,5G21A6P0XN4121657,277.66,0
2022,safety-driver,Cruise,5G21A6P0XN4121660,600.89,0
2022,safety-driver,Cruise,5G21A6P0XN4121674,292.99,0
2022,safety-driver,Cruise,5G21A6P0XN4121688,610.24,0
2022,safety-driver,Cruise,5G21A6P0XN4121691,937.69,0
2022,safety-driver,Cruise,5G21A6P0XN4122100,541.88,0
2022,safety-driver,Cruise,5G21A6P0XP4100049,226.19,0
2022,safety-driver,Cruise,5G21A6P0XP4100052,755.02,0
2022,safety-driver,Cruise,5G21A6P0XP4100066,334.4,0
2022,safety-driver,Cruise,5G21A6P0XP4100083,323.17,0
2022,safety-driver,Cruise,5G21A6P0XP4100097,1351.59,0
2022,safety-driver,Cruise,5G21A6P0XP4100102,265.21,0
2022,safety-driver,Cruise,5G21A6P0XP4100116,549.36,0
2022,safety-driver,Cruise,5G21A6P0XP4100133,413.13,0
2022,safety-driver,Cruise,5G21A6P0XP4102125,436.0,0
2022,safety-driver,Cruise,5G21A6P0XP4103503,242.43,0
2022,safety-driver,Cruise,5G21A6P0XP4105364,365.34,0
2022,safety-driver,Cruise,5G21A6P0XP4106109,222.58,0
2022,safety-driver,Cruise,5G21A6P0XP4107941,267.84,0
2022,safety-driver,DeepRoute,3FA6P0LU3KR177879,510.0,0
2022,safety-driver,DeepRoute,3LN6L5MU0KR620972,251.0,0
2022,safety-driver,DiDi,1N4AZ1CP5KC300293,0.0,0
2022,safety-driver,DiDi,1N4AZ1CP6JC304058,0.0,0
2022,safety-driver,DiDi,3LN6L5LU2HR663008,3711.21,0
2022,safety-driver,DiDi,3LN6L5LU5JR619400,1826.88,0
2022,safety-driver,DiDi,3LN6L5MU0JR618055,6647.01,0
2022,safety-driver,DiDi,3LN6L5MU1JR609431,3997.45,1
2022,safety-driver,DiDi,3LN6L5MU3JR619538,5156.04,0
2022,safety-driver,DiDi,3LN6L5MU4JR608032,4734.87,0
2022,safety-driver,DiDi,3LN6L5MU4JR609133,938.69,0
2022,safety-driver,DiDi,3LN6L5MU4JR611142,3892.89,1
2022,safety-driver,DiDi,3LN6L5MU5JR618049,4286.14,0
2022,safety-driver,DiDi,3LN6L5MU7JR611619,3073.96,0
2022,safety-driver,Gatik,52CG2DGA7J0017503,0.0,0
2022,safety-driver,Gatik,NM0GS9F26K1412410,0.0,0
2022,safety-driver,Gatik,NM0LS7F25K1413020,1016.0,3
2022,safety-driver,Ghost Autonomy,4T1BF1FK0HU317251,1394.14,75
2022,safety-driver,Ghost Autonomy,4T1BF1FK3HU411088,0.0,0
2022,safety-driver,Ghost Autonomy,4T1BF1FK3HU693877,2606.01,67
2022,safety-driver,Ghost Autonomy,4T1BF1FK6HU377311,3773.04,106
2022,safety-driver,Ghost Autonomy,4T1BF1FK6HU452251,2897.29,104
2022,safety-driver,Ghost Autonomy,4T1BF1FK6HU734745,2019.28,42
2022,safety-driver,Ghost Autonomy,4T1BF1FK7HU356953,933.96,28
2022,safety-driver,Ghost Autonomy,4T1BF1FK7HU433000,752.84,13
2022,safety-driver,Ghost Autonomy,SALWS2RU6MA760657,182.32,13
2022,safety-driver,Ghost Autonomy,SALWS2RU9MA749619,0.0,0
2022,safety-driver,Imagry,KNDCB3LC8J5206489,650.1125,204
2022,safety-driver,Intel,3FA6P0LU0JR139380,170.0,33
2022,safety-driver,Intel,3FA6P0LU4HR195512,0.0,0
2022,safety-driver,Intel,3FA6P0LU4JR151712,611.0,122
2022,safety-driver,Mercedes-Benz,W1K2230611A011273,0.0,0
2022,safety-driver,Mercedes-Benz,W1K2230611A082681,0.0,0
2022,safety-driver,Mercedes-Benz,W1K2230631A002956,2874.342161,2
2022,safety-driver,Mercedes-Benz,W1K2230631A014108,61.05555245,0
2022,safety-driver,Mercedes-Benz,W1K2230631A026670,926.5664935,1
2022,safety-driver,Mercedes-Benz,W1K2230631A026690,2865.296672,7
2022,safety-driver,Mercedes-Benz,W1K2231301A013981,3423.0,0
2022,safety-driver,Mercedes-Benz,W1K2231331A002576,1772.012013,1
2022,safety-driver,Mercedes-Benz,W1K2231331A002620,3801.025855,0
2022,safety-driver,Mercedes-Benz,W1K2231601A014020,1020.620208,0
2022,safety-driver,Mercedes-Benz,W1K2231601A014075,2898.923655,6
2022,safety-driver,Mercedes-Benz,W1K2231601A026674,0.0,0
2022,safety-driver,Mercedes-Benz,W1K2231601A026688,670.1673114,0
2022,safety-driver,Mercedes-Benz,W1K2231611A014077,967.1993726,1
2022,safety-driver,Mercedes-Benz,W1K2231611A026595,48.40880162,0
2022,safety-driver,Mercedes-Benz,W1K2231611A026672,0.0,0
2022,safety-driver,Mercedes-Benz,W1K2231631A014115,2247.539254,2
2022,safety-driver,Mercedes-Benz,W1K2231631A014154,3936.623299,5
2022,safety-driver,Mercedes-Benz,W1K2231631A026703,1936.73554,1
2022,safety-driver,Mercedes-Benz,W1K2231631A082628,0.0,0
2022,safety-driver,Mercedes-Benz,W1K2231761A013986,2346.0,0
2022,safety-driver,Mercedes-Benz,W1K2231761A013993,1388.0,0
2022,safety-driver,Mercedes-Benz,W1K2231761A014087,84.04398955,0
2022,safety-driver,Mercedes-Benz,W1K2231761A026613,0.0,0
2022,safety-driver,Mercedes-Benz,W1K2231761A026705,435.7334361,0
2022,safety-driver,Mercedes-Benz,W1K2231761A039946,2171.0,0
2022,safety-driver,Mercedes-Benz,W1K2231761A039967,2418.0,0
2022,safety-driver,Mercedes-Benz,W1K2231761A039969,2067.0,0
2022,safety-driver,Mercedes-Benz,W1K2971441A000176,0.0,0
2022,safety-driver,Mercedes-Benz,W1K6G7B4PA103776,104.0,0
2022,safety-driver,Mercedes-Benz,W1K6G7GB3NA054986,704.0,0
2022,safety-driver,Mercedes-Benz,W1K6G7GB3PA139961,1032.0,0
2022,safety-driver,Mercedes-Benz,W1K6G7GB4PA139967,820.0,0
2022,safety-driver,Mercedes-Benz,W1K6G7GB6PA139971,968.0,0
2022,safety-driver,Mercedes-Benz,W1K6G7GBXPA139973,885.0,0
2022,safety-driver,Mercedes-Benz,W1K6G8CB0PA157118,0.0,0
2022,safety-driver,Mercedes-Benz,W1K6X7KBXPA139964,394.0,0
2022,safety-driver,Mercedes-Benz,W1KCG2DB7NA001606,993.0,0
2022,safety-driver,Mercedes-Benz,W1KCG2EB8NA003265,232.0,0
2022,safety-driver,Mercedes-Benz,W1KCG4EB0NA001618,2556.0,0
2022,safety-driver,Mercedes-Benz,W1KCG4EB2NA000891,335.0,0
2022,safety-driver,Mercedes-Benz,W1KCG4EB4PA019834,40.0,0
2022,safety-driver,Mercedes-Benz,W1KCG5FB1PA011680,108.0,0
2022,safety-driver,Mercedes-Benz,WDD2221591A470238,0.0,0
2022,safety-driver,Mercedes-Benz,WDD2221591A470500,96.0,12
2022,safety-driver,Mercedes-Benz,WJK6G7GB3MA002465,1512.0,0
2022,safety-driver,Mercedes-Benz,WJK6G7GBIMA002478,1837.0,0
2022,safety-driver,Motional,KMHKM4AE0M1P98011,239.3,11
2022,safety-driver,Motional,KMHKM4AE3M1P98004,212.9,4
2022,safety-driver,Motional,KMHKM4AE6M1P98014,31.9,2
2022,safety-driver,Motional,KMHKM4AE7M1P98040,21.4,0
2022,safety-driver,Motional,KMHKM4AEXM1P98002,27.6,0
2022,safety-driver,Motional,KMHKW3AA0L1T98031,5.6,0
2022,safety-driver,Motional,KMHKW3AA1L1T98023,198.3,1
2022,safety-driver,Motional,KMHKW3AA2L1T98029,1141.3,14
2022,safety-driver,Motional,KMHKW3AA2L1T98032,17.6,0
2022,safety-driver,Motional,KMHKW3AA3L1T98041,317.8,68
2022,safety-driver,Motional,KMHKW3AA4L1T98033,945.2,10
2022,safety-driver,Motional,KMHKW3AA6L1T98017,920.1,6
2022,safety-driver,Motional,KMHKW3AA6L1T98020,858.5,19
2022,safety-driver,Motional,KMHKW3AA8L1T98018,1.3,0
2022,safety-driver,NVIDIA,3FA6P0RU0JR158969,14.26,0
2022,safety-driver,NVIDIA,3FA6P0RU1HR271131,3068.73,2
2022,safety-driver,NVIDIA,3FA6P0RU2HR275155,0.0,0
2022,safety-driver,NVIDIA,3FA6P0RU2HR403815,0.0,0
2022,safety-driver,NVIDIA,3FA6P0RU6HR272968,0.0,0
2022,safety-driver,NVIDIA,3FA6P0RU7JR158970,1687.7,1
2022,safety-driver,NVIDIA,3FA6P0RU8HR259624,1517.99,3
2022,safety-driver,NVIDIA,3FA6P0RU8HR293837,880.58,1
2022,safety-driver,NVIDIA,3FA6P0RU8HR313178,0.0,0
2022,safety-driver,NVIDIA,3FA6P0RU9JR158968,0.0,0
2022,safety-driver,NVIDIA,3FA6P0RUXHR247670,0.0,0
2022,safety-driver,NVIDIA,3LN6L5MU2HR638950,0.0,0
2022,safety-driver,NVIDIA,3LN6L5MU6HR641379,0.0,0
2022,safety-driver,NVIDIA,WDDZF4JBXJA343350,0.0,0
2022,safety-driver,Nissan,1N4AZ1CP7KC308251,0.0,0
2022,safety-driver,Nissan,1N4AZ1CP9KC308252,1099.8,8
2022,safety-driver,Nissan,1N4BZ0CP6GC302978,21.4,0
2022,safety-driver,Nissan,1N4BZ0CP6GC311826,73.0,0
2022,safety-driver,Nissan,JN1BV7AP1EM685949,0.0,0
2022,safety-driver,Nissan,JN1BV7AP3FM349849,0.0,0
2022,safety-driver,Nuro,JTDKAMFU7N3158400,358.87,0
2022,safety-driver,Nuro,JTDKAMFU9N3158897,0.5,0
2022,safety-driver,Nuro,JTDKN3DP0C3001431,603.83,0
2022,safety-driver,Nuro,JTDKN3DP0C3014583,828.76,0
2022,safety-driver,Nuro,JTDKN3DP1C3010476,3971.94,1
2022,safety-driver,Nuro,JTDKN3DP2C3004167,5696.32,0
2022,safety-driver,Nuro,JTDKN3DP2C3011362,9966.98,2
2022,safety-driver,Nuro,JTDKN3DP3C3011760,2256.59,0
2022,safety-driver,Nuro,JTDKN3DP3D3041696,8903.03,3
2022,safety-driver,Nuro,JTDKN3DP4F3074838,3546.98,0
2022,safety-driver,Nuro,JTDKN3DP5D3048682,824.39,0
2022,safety-driver,Nuro,JTDKN3DP6D3042602,7471.98,0
2022,safety-driver,Nuro,JTDKN3DP6D3042633,7067.24,1
2022,safety-driver,Nuro,JTDKN3DP8C3004514,2652.3,0
2022,safety-driver,Nuro,JTDKN3DP8D3037837,6552.78,3
2022,safety-driver,Nuro,JTDKN3DP8D3041242,9540.43,1
2022,safety-driver,Nuro,JTDKN3DP9C3015182,6257.74,1
2022,safety-driver,Nuro,JTDKN3DPXE3050185,7742.85,1
2022,safety-driver,Nuro,JTDKN3DPXF3070616,10739.92,2
2022,safety-driver,Pony.ai,3LN6L5LU3JR627494,0.0,0
2022,safety-driver,Pony.ai,3LN6L5LU5JR601477,4308.0,0
2022,safety-driver,Pony.ai,3LN6L5LU5JR626122,0.0,0
2022,safety-driver,Pony.ai,3LN6L5LU6HR626768,0.0,0
2022,safety-driver,Pony.ai,3LN6L5MU0JR608710,0.0,0
2022,safety-driver,Pony.ai,3LN6L5MU3KR620979,7162.0,1
2022,safety-driver,Pony.ai,3LN6L5MU5HR634813,890.0,0
2022,safety-driver,Pony.ai,3LN6L5MU9KR623692,5228.0,1
2022,safety-driver,Pony.ai,JTDKARFU2J3060995,0.0,0
2022,safety-driver,Pony.ai,JTDKARFU5J3549486,0.0,0
2022,safety-driver,Pony.ai,KM8K23AG0KU030901,12100.0,1
2022,safety-driver,Pony.ai,KM8K23AG0MU100285,7128.0,0
2022,safety-driver,Pony.ai,KM8K23AG2KU030916,8108.0,1
2022,safety-driver,Pony.ai,KM8K23AG2MU127147,7128.0,1
2022,safety-driver,Pony.ai,KM8K23AG2MU127178,12073.0,2
2022,safety-driver,Pony.ai,KM8K23AG2MU127388,6759.0,0
2022,safety-driver,Pony.ai,KM8K23AG3LU072335,2856.0,0
2022,safety-driver,Pony.ai,KM8K23AG3MU127142,7053.0,1
2022,safety-driver,Pony.ai,KM8K23AG4KU030822,12670.0,0
2022,safety-driver,Pony.ai,KM8K23AG4KU030836,7812.0,0
2022,safety-driver,Pony.ai,KM8K23AG4LU072537,9746.0,1
2022,safety-driver,Pony.ai,KM8K23AG5KU030909,11081.0,1
2022,safety-driver,Pony.ai,KM8K23AG5LU072529,10224.0,0
2022,safety-driver,Pony.ai,KM8K23AG5LU072708,6491.0,1
2022,safety-driver,Pony.ai,KM8K23AG5MU127157,9588.0,0
2022,safety-driver,Pony.ai,KM8K23AG6KU030241,4417.0,1
2022,safety-driver,Pony.ai,KM8K23AG6KU030255,8950.0,1
2022,safety-driver,Pony.ai,KM8K23AG6MU127152,9418.0,1
2022,safety-driver,Pony.ai,KM8K23AG7KU030829,9959.0,1
2022,safety-driver,Pony.ai,KM8K23AG7KU030894,11951.0,0
2022,safety-driver,Pony.ai,KM8K23AG7LU072497,4383.0,1
2022,safety-driver,Pony.ai,KM8K23AG8LU072671,0.0,0
2022,safety-driver,Pony.ai,KM8K23AG8MU127363,10667.0,0
2022,safety-driver,Pony.ai,KM8K23AG9KU030248,9092.0,0
2022,safety-driver,Pony.ai,KM8K23AG9MU127162,8004.0,1
2022,safety-driver,Pony.ai,KM8K23AG9MU127338,7309.0,0
2022,safety-driver,Pony.ai,KM8K23AG9MU127369,6503.0,0
2022,safety-driver,Pony.ai,KM8K23AGXMU127137,11525.0,1
2022,safety-driver,Pony.ai,KM8K23AGXMU127168,8596.0,0
2022,safety-driver,Pony.ai,KM8K23AGXMU127350,8969.0,1
2022,safety-driver,Pony.ai,KM8K33AG2KU054517,12264.0,1
2022,safety-driver,Qcraft,3LN6L5MU8JR627232,2589.0,3
2022,safety-driver,Qualcomm,3LN6L5LU0HR663007,1191.0,57
2022,safety-driver,Qualcomm,3LN6L5LU8KR632742,0.0,0
2022,safety-driver,Qualcomm,3LN6L5LU9HR650658,438.0,24
2022,safety-driver,Qualcomm,3LN6L5MU1JR627234,1388.0,47
2022,safety-driver,Toyota Research Institute,JTHCYLFF0J5001364,1355.0,36
2022,safety-driver,Toyota Research Institute,JTHCYLFF0K5001429,175.0,6
2022,safety-driver,Toyota Research Institute,JTHCYLFF9J5001363,2277.0,39
2022,safety-driver,Toyota Research Institute,JTHCYLFFXJ5001291,967.0,31
2022,safety-driver,Valeo,1V2NR2CA2JC509341,339.0,71
2022,safety-driver,Waymo,2C4RC1K70HR534647,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR534650,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR534664,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR534681,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR534695,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR797298,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR797317,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR797365,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR797379,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR797415,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR805478,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR805481,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR827271,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR833796,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR833877,0.0,0
2022,safety-driver,Waymo,2C4RC1K70HR836181,0.0,0
2022,safety-driver,Waymo,2C4RC1K71HR534642,0.0,0
2022,safety-driver,Waymo,2C4RC1K71HR534673,0.0,0
2022,safety-driver,Waymo,2C4RC1K71HR534687,0.0,0
2022,safety-driver,Waymo,2C4RC1K71HR695699,0.0,0
2022,safety-driver,Waymo,2C4RC1K71HR797293,0.0,0
2022,safety-driver,Waymo,2C4RC1K71HR797343,0.0,0
2022,safety-driver,Waymo,2C4RC1K71HR805490,0.0,0
2022,safety-driver,Waymo,2C4RC1K71HR805523,0.0,0
2022,safety-driver,Waymo,2C4RC1K71HR822192,0.0,0
2022,safety-driver,Waymo,2C4RC1K71HR822208,0.0,0
2022,safety-driver,Waymo,2C4RC1K71HR833810,0.0,0
2022,safety-driver,Waymo,2C4RC1K71HR833838,0.0,0
2022,safety-driver,Waymo,2C4RC1K71HR833841,0.0,0
2022,safety-driver,Waymo,2C4RC1K72HR534665,0.0,0
2022,safety-driver,Waymo,2C4RC1K72HR534696,0.0,0
2022,safety-driver,Waymo,2C4RC1K72HR534701,0.0,0
2022,safety-driver,Waymo,2C4RC1K72HR797318,0.0,0
2022,safety-driver,Waymo,2C4RC1K72HR805465,0.0,0
2022,safety-driver,Waymo,2C4RC1K72HR824243,0.0,0
2022,safety-driver,Waymo,2C4RC1K72HR827238,0.0,0
2022,safety-driver,Waymo,2C4RC1K72HR833816,0.0,0
2022,safety-driver,Waymo,2C4RC1K72HR836179,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR534643,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR534660,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR534674,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR534691,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR534710,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR695705,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR786120,50.8,0
2022,safety-driver,Waymo,2C4RC1K73HR797294,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR797330,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR797358,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR797361,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR797375,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR797389,64.0,0
2022,safety-driver,Waymo,2C4RC1K73HR805488,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR805510,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR822193,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR827264,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR833758,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR833808,35.7,0
2022,safety-driver,Waymo,2C4RC1K73HR833842,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR833856,0.0,0
2022,safety-driver,Waymo,2C4RC1K73HR833873,0.0,0
2022,safety-driver,Waymo,2C4RC1K74HR534635,0.0,0
2022,safety-driver,Waymo,2C4RC1K74HR534652,0.0,0
2022,safety-driver,Waymo,2C4RC1K74HR534666,0.0,0
2022,safety-driver,Waymo,2C4RC1K74HR534697,0.0,0
